idx,subject_type,subject,relation,object_type,object,input,wiki_page
4,COMPANY,Casino,ANNounce,ECON_INDICATOR,group profit growth forecasts,"PARIS, Jan 17 (Reuters) - French supermarket retailer Casino said it would deliver on its group profit growth forecasts for 2017 despite posting slightly softer fourth quarter sales amid stiff price competition in its core French market.Casino, which controls Brazil’s Grupo Pao de Acucar , posted fourth-quarter sales of 10.01 billion euros ($12.3 billion).Stripping out acquisitions, disposals, currency effects and fuel, group sales rose 3.2 percent year-on-year, a slight deceleration from 3.4 percent growth in the third quarter.Casino, whose credit rating was cut to junk by Standard & Poor’s in March 2016, is under pressure to revive profits in its biggest market which is France, where it now makes more than 50 percent of its sales, at a time of slower growth in Brazil.In Brazil, its second-biggest market by revenue, food retail sales were driven by its Assai cash-and-carry stores despite continuing issues regarding food price deflation, Casino said.Casino, which reports full-year earnings on March 8, said 2017 group operating profit should amount to 1.24 billion euros, a year-on-year rise of 20 percent.Those profits should also be above 550 million euros in France, marking growth of around 10 percent.$1 = 0.8168 euros Reporting by Dominique Vidalon; Editing by Sudip Kar-Gupta  [/INST] \n",
4,COMPANY,Casino,OPERATE_IN,SECTOR,core French market,"PARIS, Jan 17 (Reuters) - French supermarket retailer Casino said it would deliver on its group profit growth forecasts for 2017 despite posting slightly softer fourth quarter sales amid stiff price competition in its core French market.Casino, which controls Brazil’s Grupo Pao de Acucar , posted fourth-quarter sales of 10.01 billion euros ($12.3 billion).Stripping out acquisitions, disposals, currency effects and fuel, group sales rose 3.2 percent year-on-year, a slight deceleration from 3.4 percent growth in the third quarter.Casino, whose credit rating was cut to junk by Standard & Poor’s in March 2016, is under pressure to revive profits in its biggest market which is France, where it now makes more than 50 percent of its sales, at a time of slower growth in Brazil.In Brazil, its second-biggest market by revenue, food retail sales were driven by its Assai cash-and-carry stores despite continuing issues regarding food price deflation, Casino said.Casino, which reports full-year earnings on March 8, said 2017 group operating profit should amount to 1.24 billion euros, a year-on-year rise of 20 percent.Those profits should also be above 550 million euros in France, marking growth of around 10 percent.$1 = 0.8168 euros Reporting by Dominique Vidalon; Editing by Sudip Kar-Gupta  [/INST] \n",
4,COMPANY,Casino,CONTROL,COMPANY,Grupo Pao de Acucar,"PARIS, Jan 17 (Reuters) - French supermarket retailer Casino said it would deliver on its group profit growth forecasts for 2017 despite posting slightly softer fourth quarter sales amid stiff price competition in its core French market.Casino, which controls Brazil’s Grupo Pao de Acucar , posted fourth-quarter sales of 10.01 billion euros ($12.3 billion).Stripping out acquisitions, disposals, currency effects and fuel, group sales rose 3.2 percent year-on-year, a slight deceleration from 3.4 percent growth in the third quarter.Casino, whose credit rating was cut to junk by Standard & Poor’s in March 2016, is under pressure to revive profits in its biggest market which is France, where it now makes more than 50 percent of its sales, at a time of slower growth in Brazil.In Brazil, its second-biggest market by revenue, food retail sales were driven by its Assai cash-and-carry stores despite continuing issues regarding food price deflation, Casino said.Casino, which reports full-year earnings on March 8, said 2017 group operating profit should amount to 1.24 billion euros, a year-on-year rise of 20 percent.Those profits should also be above 550 million euros in France, marking growth of around 10 percent.$1 = 0.8168 euros Reporting by Dominique Vidalon; Editing by Sudip Kar-Gupta  [/INST] \n",
4,COMPANY,Grupo Pao de Acucar,OPERATE_IN,SECTOR,Brazil,"PARIS, Jan 17 (Reuters) - French supermarket retailer Casino said it would deliver on its group profit growth forecasts for 2017 despite posting slightly softer fourth quarter sales amid stiff price competition in its core French market.Casino, which controls Brazil’s Grupo Pao de Acucar , posted fourth-quarter sales of 10.01 billion euros ($12.3 billion).Stripping out acquisitions, disposals, currency effects and fuel, group sales rose 3.2 percent year-on-year, a slight deceleration from 3.4 percent growth in the third quarter.Casino, whose credit rating was cut to junk by Standard & Poor’s in March 2016, is under pressure to revive profits in its biggest market which is France, where it now makes more than 50 percent of its sales, at a time of slower growth in Brazil.In Brazil, its second-biggest market by revenue, food retail sales were driven by its Assai cash-and-carry stores despite continuing issues regarding food price deflation, Casino said.Casino, which reports full-year earnings on March 8, said 2017 group operating profit should amount to 1.24 billion euros, a year-on-year rise of 20 percent.Those profits should also be above 550 million euros in France, marking growth of around 10 percent.$1 = 0.8168 euros Reporting by Dominique Vidalon; Editing by Sudip Kar-Gupta  [/INST] \n",
4,,,,,,"PARIS, Jan 17 (Reuters) - French supermarket retailer Casino said it would deliver on its group profit growth forecasts for 2017 despite posting slightly softer fourth quarter sales amid stiff price competition in its core French market.Casino, which controls Brazil’s Grupo Pao de Acucar , posted fourth-quarter sales of 10.01 billion euros ($12.3 billion).Stripping out acquisitions, disposals, currency effects and fuel, group sales rose 3.2 percent year-on-year, a slight deceleration from 3.4 percent growth in the third quarter.Casino, whose credit rating was cut to junk by Standard & Poor’s in March 2016, is under pressure to revive profits in its biggest market which is France, where it now makes more than 50 percent of its sales, at a time of slower growth in Brazil.In Brazil, its second-biggest market by revenue, food retail sales were driven by its Assai cash-and-carry stores despite continuing issues regarding food price deflation, Casino said.Casino, which reports full-year earnings on March 8, said 2017 group operating profit should amount to 1.24 billion euros, a year-on-year rise of 20 percent.Those profits should also be above 550 million euros in France, marking growth of around 10 percent.$1 = 0.8168 euros Reporting by Dominique Vidalon; Editing by Sudip Kar-Gupta  [/INST] \n",
4,,,,,,"PARIS, Jan 17 (Reuters) - French supermarket retailer Casino said it would deliver on its group profit growth forecasts for 2017 despite posting slightly softer fourth quarter sales amid stiff price competition in its core French market.Casino, which controls Brazil’s Grupo Pao de Acucar , posted fourth-quarter sales of 10.01 billion euros ($12.3 billion).Stripping out acquisitions, disposals, currency effects and fuel, group sales rose 3.2 percent year-on-year, a slight deceleration from 3.4 percent growth in the third quarter.Casino, whose credit rating was cut to junk by Standard & Poor’s in March 2016, is under pressure to revive profits in its biggest market which is France, where it now makes more than 50 percent of its sales, at a time of slower growth in Brazil.In Brazil, its second-biggest market by revenue, food retail sales were driven by its Assai cash-and-carry stores despite continuing issues regarding food price deflation, Casino said.Casino, which reports full-year earnings on March 8, said 2017 group operating profit should amount to 1.24 billion euros, a year-on-year rise of 20 percent.Those profits should also be above 550 million euros in France, marking growth of around 10 percent.$1 = 0.8168 euros Reporting by Dominique Vidalon; Editing by Sudip Kar-Gupta  [/INST] \n",
4,,,,,,"PARIS, Jan 17 (Reuters) - French supermarket retailer Casino said it would deliver on its group profit growth forecasts for 2017 despite posting slightly softer fourth quarter sales amid stiff price competition in its core French market.Casino, which controls Brazil’s Grupo Pao de Acucar , posted fourth-quarter sales of 10.01 billion euros ($12.3 billion).Stripping out acquisitions, disposals, currency effects and fuel, group sales rose 3.2 percent year-on-year, a slight deceleration from 3.4 percent growth in the third quarter.Casino, whose credit rating was cut to junk by Standard & Poor’s in March 2016, is under pressure to revive profits in its biggest market which is France, where it now makes more than 50 percent of its sales, at a time of slower growth in Brazil.In Brazil, its second-biggest market by revenue, food retail sales were driven by its Assai cash-and-carry stores despite continuing issues regarding food price deflation, Casino said.Casino, which reports full-year earnings on March 8, said 2017 group operating profit should amount to 1.24 billion euros, a year-on-year rise of 20 percent.Those profits should also be above 550 million euros in France, marking growth of around 10 percent.$1 = 0.8168 euros Reporting by Dominique Vidalon; Editing by Sudip Kar-Gupta  [/INST] \n",
4,,,,,,"PARIS, Jan 17 (Reuters) - French supermarket retailer Casino said it would deliver on its group profit growth forecasts for 2017 despite posting slightly softer fourth quarter sales amid stiff price competition in its core French market.Casino, which controls Brazil’s Grupo Pao de Acucar , posted fourth-quarter sales of 10.01 billion euros ($12.3 billion).Stripping out acquisitions, disposals, currency effects and fuel, group sales rose 3.2 percent year-on-year, a slight deceleration from 3.4 percent growth in the third quarter.Casino, whose credit rating was cut to junk by Standard & Poor’s in March 2016, is under pressure to revive profits in its biggest market which is France, where it now makes more than 50 percent of its sales, at a time of slower growth in Brazil.In Brazil, its second-biggest market by revenue, food retail sales were driven by its Assai cash-and-carry stores despite continuing issues regarding food price deflation, Casino said.Casino, which reports full-year earnings on March 8, said 2017 group operating profit should amount to 1.24 billion euros, a year-on-year rise of 20 percent.Those profits should also be above 550 million euros in France, marking growth of around 10 percent.$1 = 0.8168 euros Reporting by Dominique Vidalon; Editing by Sudip Kar-Gupta  [/INST] \n",
4,,,,,,"PARIS, Jan 17 (Reuters) - French supermarket retailer Casino said it would deliver on its group profit growth forecasts for 2017 despite posting slightly softer fourth quarter sales amid stiff price competition in its core French market.Casino, which controls Brazil’s Grupo Pao de Acucar , posted fourth-quarter sales of 10.01 billion euros ($12.3 billion).Stripping out acquisitions, disposals, currency effects and fuel, group sales rose 3.2 percent year-on-year, a slight deceleration from 3.4 percent growth in the third quarter.Casino, whose credit rating was cut to junk by Standard & Poor’s in March 2016, is under pressure to revive profits in its biggest market which is France, where it now makes more than 50 percent of its sales, at a time of slower growth in Brazil.In Brazil, its second-biggest market by revenue, food retail sales were driven by its Assai cash-and-carry stores despite continuing issues regarding food price deflation, Casino said.Casino, which reports full-year earnings on March 8, said 2017 group operating profit should amount to 1.24 billion euros, a year-on-year rise of 20 percent.Those profits should also be above 550 million euros in France, marking growth of around 10 percent.$1 = 0.8168 euros Reporting by Dominique Vidalon; Editing by Sudip Kar-Gupta  [/INST] \n",
7,,,,,,"A 48-acre hilltop estate in Los Altos Hills, Calif.—believed to be one of the largest properties in Silicon Valley—will list for $30 million.Purchased in 1983 for $2.45 million, the property previously had been used as a dairy farm, said seller Bob Fenwick, retired co-founder of BR Communications, a designer, manufacturer and seller of military-communications equipment, and his wife Jan.“My...   [/INST] \n",['']
11,,xcvb,,,cvb,"#Market News January 4, 2018 / 8:24 PM / Updated 6 minutes ago BRIEF-Sears Holdings says it will be closing 64 Kmart stores, 39 Sears stores between early March and early April 2018 Reuters Staff 1 Min Read Jan 4 (Reuters) - Sears Holdings Corp: * SEARS HOLDINGS - INFORMED ASSOCIATES AT 64 KMART STORES, 39 SEARS STORES THAT IT WILL BE CLOSING THESE STORES BETWEEN EARLY MARCH AND EARLY APRIL 2018 Source text - bit.ly/2CHPB8w Further company coverage: (Bengaluru Newsroom) [/INST] \n",['']
14,,,[''],[''],[''],"4 Hours Ago | 00:56 President Donald Trump repeated an earlier call for an internet tax, in a thinly veiled shot at Amazon 's Jeff Bezos, who owns The Washington Post. ""The internet — they're going to have to start paying sales tax because it's very unfair what's happening to our retailers all over the country that are put out of business,"" Trump said Wednesday. Trump also reiterated concerns about Amazon's effect on the U.S. Postal Service as it struggles to keep up with online orders. The comments mirror tweets from the president in December that named the e-commerce giant. Dec tweet ""There's always been a fear for players like an Amazon or a Google that something like this could actually get through,"" Daniel Ives, head of technology research at GBH Insights, told CNBC. ""We believe it's more noise than a real threat."" show chapters 11:21 AM ET Fri, 29 Dec 2017 | 02:48 There's been speculation that the president's shots at Amazon are aimed at Bezos , whose newspaper has published stories critical of the president. Amazon already collects sales tax on products it sells directly to consumers, but has faced challenges from states over its policy of allowing third-party vendors to charge varying levels of sales tax. The issue has garnered more attention as Amazon continues to take a bigger share of overall retail sales. Amazon celebrated its ""biggest holiday"" shopping season at the end of last year. There is an underlying movement among traditional brick-and-mortar retailers to more heavily tax Amazon, Ives said, so the discussion is ""something you have to keep an eye on."" But the likelihood that an internet tax would pass is small, he said. ""Listen they've [Amazon] significantly changed the retail landscape across the world,"" Ives said. ""I think it's more of the same where they're getting in the crosshairs."" Trump spoke before media and members of the administration Wednesday evening during the signing of the Interdict Act, which seeks to reduce drug smuggling through the purchase of opioid sensors. Amazon did not immediately return a CNBC request for comment. —CNBC's Kevin Breuninger and Eugene Kim contributed to this report. WATCH: How Bill Gates helped Jeff Bezos become the richest person in the world show chapters [/INST] \n",['']
19,,Trump,[''],[''],[''],"NEW YORK, Jan 19 (Reuters) - Delta Air Lines is tightening the requirements for passengers traveling with onboard service and emotional support animals, the carrier said on Friday, following a sharp uptick in animal-related safety issues over the last several years.Effective March 1, Delta, the second largest U.S. airline by passenger traffic, said it will require passengers seeking to fly with pets to present additional documents outlining passenger’s need for the animal and proof of the animal’s training and vaccinations, 48 hours prior to the scheduled flight.This comes in response to what the carrier said was a 150 percent increase in the number of service and support animals carried onboard since 2015.Alongside that increase has been an 84 percent spike in the number of reported animal incidents since 2016, including urination and/or defecation, biting, and a high-profile 2017 mauling of a passenger by a 70-pound emotional support dog.“The rise in serious incidents involving animals in flight leads us to believe that the lack of regulation in both health and training screening for these animals is creating unsafe conditions across U.S. air travel,” John Laughter - senior vice president of corporate safety, security and compliance - said in a statement.Under federal law, service animals are permitted to fly in-cabin with their owners, provided they do not pose a threat to the health and safety of others. (Reporting by Alana Wise; Editing by Michael Perry)  [/INST] \n",['']
19,[''],,[''],[''],[''],"NEW YORK, Jan 19 (Reuters) - Delta Air Lines is tightening the requirements for passengers traveling with onboard service and emotional support animals, the carrier said on Friday, following a sharp uptick in animal-related safety issues over the last several years.Effective March 1, Delta, the second largest U.S. airline by passenger traffic, said it will require passengers seeking to fly with pets to present additional documents outlining passenger’s need for the animal and proof of the animal’s training and vaccinations, 48 hours prior to the scheduled flight.This comes in response to what the carrier said was a 150 percent increase in the number of service and support animals carried onboard since 2015.Alongside that increase has been an 84 percent spike in the number of reported animal incidents since 2016, including urination and/or defecation, biting, and a high-profile 2017 mauling of a passenger by a 70-pound emotional support dog.“The rise in serious incidents involving animals in flight leads us to believe that the lack of regulation in both health and training screening for these animals is creating unsafe conditions across U.S. air travel,” John Laughter - senior vice president of corporate safety, security and compliance - said in a statement.Under federal law, service animals are permitted to fly in-cabin with their owners, provided they do not pose a threat to the health and safety of others. (Reporting by Alana Wise; Editing by Michael Perry)  [/INST] \n",['']
20,[''],Trump,[''],[''],[''],JP Morgan upgrades Kohl's to overweight 21 Hours Ago The “Fast Money Halftime Report” traders discuss Kohl's shares jumping on an overweight upgrade from JP Morgan for the call of the day. [/INST] \n,['']
